feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target,category
,0.6151050677776394,-1.5991364864470128,-0.02507710920357953,-1.8353852787631069,-0.07139275912379817,-0.07990030343713883,-0.08834265900909503,2.1494709202076474,-0.4067230830465839,1,C
,-2.5528834315622877,0.5699503053413824,-0.8380899036716131,-1.5174819190222442,0.9154748297543669,0.4640084362791135,0.6353969322148971,-0.5372557435118799,0.7214662737850742,0,A
,2.4739382511654524,2.15574316320679,-0.054095620343701745,-1.7773670029538535,-1.2550506914722874,-1.2113599655903018,0.8363237229955514,5.026974252473422,-1.13145302065243,1,B
,-1.6108113149082541,1.8113750286649815,-1.4261684378359802,-0.2228785787886609,-1.7672939613812308,1.9035516785495645,0.32865216037320905,-1.0926839678342102,0.6235488569016372,0,A
,0.10778445444215977,-0.35301605672556224,-1.6340548919460502,-3.1429363635572622,-1.7742859801389832,-0.3706671871914271,1.3130685155887145,4.881877580704356,-1.036575916356297,1,A
,-2.3841447848430795,0.07299675597335759,0.7938128432120432,-1.1653744201574758,1.2676436178157642,1.345466978843672,0.07518708760618616,0.5420467754704444,0.7800781797165829,1,A
,-1.1352768401458495,2.2142515234622757,-0.3806864432425261,1.132027144415644,-1.2670731411850897,1.6544990440466116,0.12644902282346232,-1.4591228600097734,-0.2960172273298979,0,C
,-2.7856090816244388,1.5145175625895815,-1.1105101649069666,2.321769135502122,-5.017533456690706,3.8493844336661525,-0.6033235652217123,1.4998874510320548,0.7730831891775268,0,B
,0.03174730344003287,0.5029004049141359,-0.5510912440037106,1.3842288662911713,-1.6882363368939022,1.2057138983712892,0.030311657494342222,-1.5879516066260158,0.32627467084668543,0,A
,2.4802717772976277,-0.451409657600639,2.1760397997085583,0.3055245741315862,-0.26328704098733113,0.9819702868815455,0.28254352610679323,1.4885002003868504,-0.4360534876498796,1,A
-1.3938088779340307,-2.4545127568415106,-0.2504680389919105,-0.8332072656952664,0.2839418475536254,-0.8438455162536219,2.4616325304480595,0.8284545156951065,-2.6339722382968693,-0.01962348581047458,0,A
0.711441429608547,-0.9940560631973981,-0.05798394743223416,-0.5743627794096482,2.3059557011510936,-0.2701223623475293,-0.14195654945069835,2.0100092893000014,-2.735987240248492,-0.44838021905388226,1,C
0.5121328140961272,-3.6366168176179965,-0.6465295211924377,3.5150773519134515,0.9636432966125417,4.083178471680117,3.215637738907529,0.293269314133503,-4.247214085819446,-2.8882712051927246,1,B
-0.7049098375417915,1.698719225874214,1.5681047947182103,0.9109736585366646,2.441503081268385,1.1707659959449916,-1.3178774741722148,-0.014019538257588698,-3.0375739987918986,-0.5260780322119588,1,B
0.374348189610862,0.42050515908049146,-1.4108244980878752,-0.4917792473667033,1.1298150646504819,-1.300112226093734,-0.34318343423688313,-0.5277768642459395,0.47749750427285464,-1.1744705267667168,0,A
3.064639708913562,-2.854649207741886,-0.9171598051960362,-2.0658272453050346,-0.5304645434232476,0.031140486516960494,-0.7422979097398623,2.0034072671821046,-0.41469073188893857,-0.03088763557158007,0,A
1.0378156529598745,0.002685530524012627,1.5339781208495669,-1.3055179096722882,2.8313885165136528,-4.36718216415924,0.5377681436833885,-0.6829923303511227,2.0985157011147395,-2.249095728055939,0,C
1.4652534571979936,-1.728563713402879,1.224584437626143,-0.6569614772135101,-1.1750210122938398,1.0043983244322099,-0.22124089250195622,-1.5369479600263205,-0.30889616476711845,1.6233965622990456,0,C
0.8553921088606623,-0.3069331183450571,0.9763839534621028,-0.5273763143588124,-1.5935780928670367,1.595115999651743,-1.2849037765701685,0.3026853489959857,-0.2572579954068672,1.1040491364833538,0,B
1.8813491103775197,-0.10145057034423108,-0.4317957886402062,0.5214335233286609,0.8324268268733265,-0.4847601605437534,-0.21988292118507902,-0.8432606042937426,1.8594942071005969,-0.8860424543316735,0,A
-0.841852089192078,-2.3443076838119303,-1.111413012134435,-1.1060616699508303,0.3815201039081365,-0.9042303619863871,1.9028498041184854,0.2056863749606842,-2.4011773543157493,-0.05164415516508496,0,A
-0.18170713469213706,-3.479541860451556,1.2251323481678744,-1.8653298307553332,1.5366059028593386,-2.79257060764391,2.8271309163005918,0.13554459215862996,-2.040405644613293,0.03795043629044597,1,A
-2.12116037447828,1.4352606648486348,1.1474093301916062,-3.4392243068688586,2.3324682569580917,-5.703226473910703,-0.07257594323975058,1.1986413719910511,0.14355755050297936,-0.3042238811718139,0,C
2.3180455106372886,-0.17827312072704793,-1.163189461053639,-0.2750457006641993,1.5423963093651685,0.8435781766227276,-1.8736713087509367,0.20367208489309827,-1.1633917297134437,-0.7358039150428299,1,B
1.676759167299371,-2.779875307072919,0.03126687724867452,2.3125528118888,0.0833747719670408,2.7371277919496766,1.8417899416710615,-0.0015505058359027444,-1.2619699513400269,0.2513056408063804,1,B
-1.0695329250558654,1.4955818074197036,0.27654366689266663,1.434238628470565,-0.45698214651510716,0.2774525684568435,0.35355661338858413,-0.6404934347691842,1.500608954901353,0.799499253504148,1,C
-0.586099327187909,-2.107253536347205,0.3041261706698093,0.3378363075976525,-0.4731398725530269,0.9140531939596511,1.8510415283370056,0.8375627033583725,-1.9603430964320325,0.2658984798138483,0,B
-0.32534688308227444,-1.2938312184007408,1.1159020533653614,1.180144527809765,0.5695760218222631,0.38090883759283584,1.9094462753872794,0.9478258028372162,-0.8856024479093425,-0.6492655780759244,0,B
0.707845849935074,0.5383484113892909,0.2677512243644622,-1.1929871888396877,3.0361332511246197,-4.379390214252776,0.32276573198931047,-1.6853109387619405,1.9963716270467675,1.4594936033835215,0,B
2.0056926681523595,-2.4690826513813966,-0.8748203800761191,0.9072763117031869,-1.2412205132741834,1.087105293688127,1.3865070173272742,0.28488989257219893,1.374961400192346,-2.2763735085920023,1,C
0.8663295244313494,0.4550025293039399,0.1016442876895101,-1.4927937653692656,-0.2651707880514058,-0.889037101264836,-1.4797164790900632,-1.7628324838426952,0.9134108115134001,-1.1310263914919432,1,B
0.14183471214133714,-0.7220444365757381,-0.5071078941326084,1.2084209720380537,-0.6632571266703426,-0.2569292428227868,1.7631991405443659,1.2078093084610022,2.0833488785159266,-1.1710418541758545,1,C
1.1778451794424742,0.23001459594361542,-1.684785394820462,0.7596885056946723,-1.3874733847164968,2.2135902874741396,-1.2046190535557026,1.046920127650012,0.6199493364107127,-0.9337222527402227,0,A
-0.11519021623093773,-0.23690095471932218,-0.735858449322835,-1.5401226059529236,0.8354115486151719,-1.1399292045144473,-0.4790785949375632,0.8812847814327686,-1.2834711332419708,0.08334707099324289,1,A
0.4329057062755839,-0.13516819607877725,0.7714389919158244,0.7153201704849428,-1.1554274459935194,0.939777584692551,0.11355947053772097,0.1702983621623942,1.1253347493602472,-1.8959648413072892,0,B
1.9582773929560304,-3.3480694109532463,-0.20896048733203057,0.8400342667525589,-1.259513938066064,1.1153916887246405,2.0702587673072257,0.9893694382821313,0.7757217023373058,-0.1285074808558058,1,A
-0.43438464085143136,1.405320304318577,1.6810923149304875,0.14148968823405528,1.7000118167863738,-2.0684508447673853,0.10895518202402843,1.166548590977006,1.3155049813202955,-0.7509055497801141,0,B
0.18667538662469574,-1.424948181109144,0.6416874371546496,0.7091189348255071,-2.5215331509448466,2.0199176593837858,0.8643096909911951,-0.5833579722273482,0.3290615368758232,1.2246270872263318,0,B
0.9790222272410256,-0.0432495078683612,-0.30353598557719785,-0.2924379118039926,2.7366844333294313,-3.9366385392735666,1.2060625835668286,-0.6009739630033609,2.6231099282319015,-1.2931453236461576,0,B
0.04508255104142256,-0.03203292107219697,0.2606628331504074,-0.38183896671678974,1.4678849184512583,-1.7938137262259466,0.5170253443831954,0.7198372908713905,0.32534973439902437,-1.400507960274943,0,B
0.6168248031147563,-1.4593630807221092,0.5077576703115002,2.3611983365972766,0.2694413002336775,1.8513560403765812,1.771645549267646,-1.8024089074942171,-0.4931471137663008,0.053988418445792954,1,B
1.1513129314464066,1.0747749481095326,-0.969199610313766,-1.947389063001832,4.535696827403014,-6.1142385997256286,-0.1677137600877039,1.8466265008304728,2.477026508616281,0.5510373022425374,0,C
0.9973673827206514,-2.0148203746403683,0.1696937923520195,-1.820969972992069,1.641300446645555,-3.480148792793371,1.461618349,1.0896648650164613,0.6183291959157364,-0.7001158732050082,0,A
3.3354726546124756,0.010689822777019626,1.792922591330873,-1.0137737755379015,0.46459805588432723,0.6040740016558048,-2.844851312000869,-0.8053718270503438,0.5912581176012557,0.22395527808973467,1,B
0.16406093260880938,-1.6513076892021308,-0.015193128769989376,1.392694569179296,-0.4764463401101553,0.9417584866260588,1.9678016926557549,-0.7964401810595795,0.018826414754864906,0.863100226170631,1,A
0.33418368603076787,0.8627153541445882,1.1494197282637149,0.39328014092670593,4.383268142865308,-5.6413334034732605,2.078621126391832,-0.27532322350543004,3.6371661545490213,-0.30090401936135913,0,B
0.8192176198494637,-1.232580724258319,0.1683951924752465,1.0465013437055366,-0.9463723529482204,1.5076380685515338,0.7617287207056727,0.0626853968868732,0.24840824232322067,-1.1912901392878061,1,A
